level,notation,prefLabel@de,scopeNote@de
"1","EX","Englischsprachige Literaturen Australiens, Neuseelands und Ozeaniens",""
"2","EX 10","Handbücher",""
"2","EX 20","Spezielle Bibliographien",""
"2","EX 25","Forschungsdokumentationen",""
"2","EX 30","Jahrbücher, laufende Veröffentlichungen von Institutionen des Fachs",""
"2","EX 35","Zeitschriften",""
"2","EX 40","Gesamtdarstellungen",""
"2","EX 50","Einführende Texte. Lehrbücher.",""
"2","EX 80","Textkritik. Interpretationssammlungen",""
"2","EX 100-","Literaturgeschichte",""
"3","EX 100","Allgemeines",""
"2","EX 130-","Geschichte der regionalen Literaturen",""
"3","EX 130","Allgemeines",""
"3","EX 135","Australien",""
"3","EX 140","Neuseeland",""
"3","EX 145","Andere",""
"3","EX 150","Beziehungen zu anderen Literaturen",""
"2","EX 200-","Einzelne Richtungen, Stile, Schulen",""
"3","EX 200","Allgemeines",""
"3","EX 210","vor 1900",""
"3","EX 220","20. Jahrhundert",""
"3","EX 230","Ethnische Minderheiten in der Literatur",""
"3","EX 240","Frauen in der Literatur",""
"3","EX 248","Sonstige",""
"3","EX 250","Einzelne Themen, Stoffe und Motive",""
"2","EX 300-","Einzelne Gattungen",""
"3","EX 300","Allgemeines. Gattungsübergreifendes",""
"3","EX 400","Lyrik",""
"2","EX 500-","Dramatik",""
"3","EX 500","Allgemeines",""
"3","EX 510","Tragödie",""
"3","EX 520","Komödie",""
"3","EX 590","Sonstiges",""
"3","EX 600","Epik. Roman",""
"3","EX 620","Roman",""
"3","EX 630","Kurzprosa",""
"3","EX 690","Sonstige Formen",""
"3","EX 800","Sonstige Gattungen und Formen",""
"3","EX 810","Autobiographie. Memoiren. Tagebuch",""
"3","EX 820","Briefe",""
"3","EX 830","Essayistik",""
"3","EX 840","Geschichtsschreibung",""
"3","EX 890","Sonstige Formen",""
"2","EX 900","Einzelne Autoren. Primär- und Sekundärliteratur",""
"2","EX 950-","Anthologien. Textsammlungen",""
"3","EX 950","Allgemeine Sammlungen",""
"3","EX 970","Thematische Sammlungen",""
"2","EX 980-","Sammlungen nach Gattungen und Formen",""
"3","EX 980","Lyrik",""
"3","EX 985","Dramatik",""
"3","EX 990","Epik",""
"3","EX 995","Sonstige",""
"1","EY","Englischsprachige Literaturen Afrikas und Westindiens",""
"2","EY 10","Handbücher",""
"2","EY 20","Spezielle Bibliographien",""
"2","EY 25","Forschungsdokumentationen",""
"2","EY 30","Jahrbücher, laufende Veröffentlichungen von Institutionen des Fachs",""
"2","EY 35","Zeitschriften",""
"2","EY 40","Gesamtdarstellungen",""
"2","EY 50","Einführende Texte. Lehrbücher.",""
"2","EY 80","Textkritik. Interpretationssammlungen",""
"2","EY 100-","Literaturgeschichte",""
"3","EY 100","Allgemeines",""
"3","EY 130","Geschichte der regionalen Literaturen",""
"3","EY 150","Beziehungen zu anderen Literaturen",""
"2","EY 200-","Einzelne Richtungen, Stile, Schulen",""
"3","EY 200","Allgemeines",""
"3","EY 210","vor 1900",""
"3","EY 220","20. Jahrhundert",""
"3","EY 230","Ethnische Minderheiten in der Literatur",""
"3","EY 240","Frauen in der Literatur",""
"3","EY 248","Sonstige",""
"3","EY 250","Einzelne Themen, Stoffe und Motive",""
"2","EY 300-","Einzelne Gattungen",""
"3","EY 300","Allgemeines. Gattungsübergreifendes",""
"3","EY 400","Lyrik",""
"2","EY 500-","Dramatik",""
"3","EY 500","Allgemeines",""
"3","EY 510","Tragödie",""
"3","EY 520","Komödie",""
"3","EY 590","Sonstiges",""
"3","EY 600","Epik. Roman",""
"3","EY 620","Roman",""
"3","EY 630","Kurzprosa",""
"3","EY 690","Sonstige Formen",""
"3","EY 800","Sonstige Gattungen und Formen",""
"3","EY 810","Autobiographie. Memoiren. Tagebuch",""
"3","EY 820","Briefe",""
"3","EY 830","Essayistik",""
"3","EY 840","Geschichtsschreibung",""
"3","EY 890","Sonstige Formen",""
"2","EY 900","Einzelne Autoren. Primär- und Sekundärliteratur",""
"2","EY 950-","Anthologien. Textsammlungen",""
"3","EY 950","Allgemeine Sammlungen",""
"3","EY 970","Thematische Sammlungen",""
"2","EY 980-","Sammlungen nach Gattungen und Formen",""
"3","EY 980","Lyrik",""
"3","EY 985","Dramatik",""
"3","EY 990","Epik",""
"3","EY 995","Sonstige",""
"1","EZ","Englischsprachige Literaturen Asiens",""
"2","EZ 10","Handbücher",""
"2","EZ 20","Spezielle Bibliographien",""
"2","EZ 25","Forschungsdokumentationen",""
"2","EZ 30","Jahrbücher, laufende Veröffentlichungen von Institutionen des Fachs",""
"2","EZ 35","Zeitschriften",""
"2","EZ 40","Gesamtdarstellungen",""
"2","EZ 50","Einführende Texte. Lehrbücher.",""
"2","EZ 80","Textkritik. Interpretationssammlungen",""
"2","EZ 100-","Literaturgeschichte",""
"3","EZ 100","Allgemeines",""
"3","EZ 130","Geschichte der regionalen Literaturen",""
"3","EZ 135","Geschichte der indoenglischen Literatur",""
"3","EZ 150","Beziehungen zu anderen Literaturen",""
"2","EZ 200-","Einzelne Richtungen, Stile, Schulen",""
"3","EZ 200","Allgemeines",""
"3","EZ 210","vor 1900",""
"3","EZ 220","20. Jahrhundert",""
"3","EZ 230","Ethnische Minderheiten in der Literatur",""
"3","EZ 240","Frauen in der Literatur",""
"3","EZ 248","Sonstige",""
"3","EZ 250","Einzelne Themen, Stoffe und Motive",""
"2","EZ 300-","Einzelne Gattungen",""
"3","EZ 300","Allgemeines. Gattungsübergreifendes",""
"3","EZ 400","Lyrik",""
"2","EZ 500-","Dramatik",""
"3","EZ 500","Allgemeines",""
"3","EZ 510","Tragödie",""
"3","EZ 520","Komödie",""
"3","EZ 590","Sonstiges",""
"3","EZ 600","Epik. Roman",""
"3","EZ 620","Roman",""
"3","EZ 630","Kurzprosa",""
"3","EZ 690","Sonstige Formen",""
"3","EZ 800","Sonstige Gattungen und Formen",""
"3","EZ 810","Autobiographie. Memoiren. Tagebuch",""
"3","EZ 820","Briefe",""
"3","EZ 830","Essayistik",""
"3","EZ 840","Geschichtsschreibung",""
"3","EZ 890","Sonstige Formen",""
"2","EZ 900","Einzelne Autoren. Primär- und Sekundärliteratur",""
"2","EZ 950-","Anthologien. Textsammlungen",""
"3","EZ 950","Allgemeine Sammlungen",""
"3","EZ 970","Thematische Sammlungen",""
"2","EZ 980-","Sammlungen nach Gattungen und Formen",""
"3","EZ 980","Lyrik",""
"3","EZ 985","Dramatik",""
"3","EZ 990","Epik",""
"3","EZ 995","Sonstige",""
"0","F","Romanische Sprach- und Literaturwissenschaften",""
"1","FA","Romanische Sprach- und Literaturwissenschaften",""
"2","FA 10-","Allgemeines zu den romanischen Sprach- und Literaturwissenschaften",""
"3","FA 10","Handbücher",""
"3","FA 20","Spezielle Bibliographien",""
"3","FA 25","Forschungsdokumentationen",""
"3","FA 30","Jahrbücher, laufende Veröffentlichungen von Institutionen des Fachs",""
"3","FA 35","Zeitschriften",""
"3","FA 40","Gesamtdarstellungen",""
"3","FA 50","Einführende Texte. Lehrbücher.",""
"3","FA 90","Geschichte der Romanistik",""
"2","FA 100-","Romanische Sprachen",""
"3","FA 100","Romanische Sprachen im allgemeinen",""
"3","FA 200","Sprachverbreitung. Gliederung der Romania",""
"2","FA 250-","Grammatik",""
"3","FA 250","Allgemeines",""
"3","FA 255","Phonetik und Phonologie",""
"3","FA 260","Morphologie",""
"3","FA 265","Syntax",""
"3","FA 270","Semantik. Lexikologie",""
"3","FA 275","Pragmatik. Soziolinguistik",""
"3","FA 300","Übersetzung",""
"3","FA 350","Fachsprachen",""
"2","FA 500-","Romanische Literaturen",""
"3","FA 500","Allgemeines",""
"3","FA 510","Textkritik",""
"3","FA 520","Wechselbeziehungen innerhalb der Romania",""
"3","FA 530","Wechselbeziehungen zu anderen Literaturen",""
"2","FA 550-","Theorie der Literatur",""
"3","FA 550","Allgemeines",""
"3","FA 570","Poetik",""
"3","FA 610","Kritik. Geschichte der Literaturkritik",""
"3","FA 620","Interpretationssammlungen",""
"3","FA 750","Literatur und einzelne soziale bzw. politische Phänomene",""
"3","FA 780","Literatur und andere Wissenschaften",""
"2","FA 800-","Literaturgeschichte",""
"3","FA 800","Allgemeines. Geschichte der Literaturgeschichte",""
"3","FA 810","Beziehungen zu nicht romanischen Literaturen",""
"3","FA 820","Geschichte der literarischen Übersetzungen",""
"2","FA 830-","Einzelne Epochen, Richtungen, Stile, Schulen, Gruppen",""
"3","FA 830","Allgemeines",""
"3","FA 835","Epochenproblematik",""
"3","FA 840","Mittelalter",""
"2","FA 850-","Neuzeit",""
"3","FA 850","Allgemeines",""
"3","FA 851","Epochenübergreifendes",""
"3","FA 852","Renaissance. Humanismus",""
"3","FA 853","Barock",""
"3","FA 854","Aufklärung",""
"3","FA 855","Romantik",""
"3","FA 856","Realismus",""
"3","FA 857","Naturalismus",""
"3","FA 858","Gegenwartsliteratur",""
"3","FA 859","Sonstiges",""
"2","FA 860-","Themen, Stoff- und Motivforschung",""
"3","FA 860","Allgemeines",""
"3","FA 865","Antike Themen, Stoffe und Motive",""
"3","FA 870","Mittelalterliche Themen, Stoffe und Motive",""
"3","FA 875","Neuzeitliche Themen, Stoffe und Motive",""
"2","FA 880-","Einzelne Gattungen",""
"3","FA 880","Allgemeines. Gattungsübergreifendes",""
"3","FA 890","Lyrik",""
"3","FA 910","Dramatik",""
"3","FA 920","Epik",""
"3","FA 940","Sonstige Gattungen und Formen",""
"2","FA 950-","Anthologien. Textsammlungen",""
"3","FA 950","Allgemeine Sammlungen",""
"3","FA 970","Thematische Sammlungen",""
"2","FA 980-","Sammlungen nach Gattungen und Formen",""
"3","FA 980","Lyrik",""
"3","FA 985","Dramatik",""
"3","FA 990","Epik",""
"3","FA 995","Sonstige Formen",""
"1","FB","Französische Sprache. Allgemeines, Sprachgeschichte, Grammatik",""
"2","FB 10-","Allgemeines zur französischen Sprache",""
"3","FB 10","Handbücher.",""
"3","FB 20","Spezielle Bibliographien",""
"3","FB 25","Forschungsdokumentationen",""
"3","FB 30","Jahrbücher, laufende Veröffentlichungen von Institutionen des Fachs",""
"3","FB 35","Zeitschriften",""
"3","FB 40","Gesamtdarstellungen",""
"3","FB 50","Einführende Texte. Lehrbücher",""
"3","FB 90","Geschichte der französischen Sprachwissenschaft.",""
"2","FB 100-","Sprachgeschichte",""
"3","FB 100","Allgemeines zur Sprachgeschichte",""
"3","FB 150","Altfranzösisch (7. - 13. Jahrhundert)",""
"3","FB 160","Phonetik und Phonologie",""
"3","FB 162","Orthographie",""
"3","FB 165","Morphologie",""
"3","FB 170","Syntax",""
"3","FB 180","Semantik. Lexikologie",""
"3","FB 190","Soziolinguistik. Pragmatik. Phraseologie",""
"3","FB 200","Mittelfranzösisch (14. und 15. Jahrhundert) Neufranzösisch (16. - 20. Jahrhundert)",""
"3","FB 210","Phonetik und Phonologie",""
"3","FB 215","Orthographie",""
"3","FB 220","Morphologie",""
"3","FB 230","Syntax",""
"3","FB 240","Semantik. Lexikologie",""
"3","FB 250","Soziolinguistik. Pragmatik. Phraseologie",""
"2","FB 400","Sprachverbreitung. Sprachkontakt",""
"2","FB 460","Kontrastive Untersuchungen,",""
"2","FB 500-","Grammatik des gegenwärtigen Französisch",""
"3","FB 500","Allgemeines",""
"2","FB 550","Phonetik und Phonologie",""
"2","FB 600","Graphematik. Orthographie. Interpunktion",""
"2","FB 650","Morphologie",""
"2","FB 700-","Syntax",""
"3","FB 700","Allgemeines",""
"3","FB 750","Einzelfragen",""
"2","FB 800","Semantik",""
"2","FB 900-","Lexikologie",""
"3","FB 900","Allgemeines",""
"3","FB 910","Wortfeldforschung",""
"3","FB 920","Etymologie",""
"3","FB 930","Lehnwörter. FreMEwörter",""
"2","FB 935","Einzelfragen. Sonstiges",""
"2","FB 940","Phraseologie",""
"3","FB 950","Fachsprachen",""
"3","FB 952","Allgemeines",""
"3","FB 954","Geschichte",""
"3","FB 956","Terminologie. Terminologie-Forschung",""
"3","FB 958","Syntax",""
"3","FB 960","Textlinguistik",""
"3","FB 962","Pragmatik",""
"1","FC","Französische Sprache. Pragmatik, Sprachsoziologie, Angewandte Sprachwissenschaft",""
"2","FC 100","Textlinguistik. Stilistik. Rhetorik",""
"2","FC 200","Pragmatik",""
"2","FC 300-","Sprachsoziologie",""
"3","FC 300","Soziolinguistik",""
"3","FC 310","Sprachsoziologie",""
"3","FC 320","Soziale und stilistische Varietäten",""
"3","FC 330","Regionale Varietäten. Dialekte",""
"3","FC 340","Galloromanisch/Französisch",""
"3","FC 350","Galloromanisch/Frankoprovenzalisch",""
"3","FC 360","Okzitanisch",""
"3","FC 370","Belgisch",""
"3","FC 375","Romandie",""
"3","FC 380","Kreolisch",""
"3","FC 390","Kanadisch,",""
"3","FC 400","Glottopolitik (Sprachpolitik)",""
"3","FC 410","Sprache und geschlecht. Feministische Linguistik",""
"3","FC 420","Sprachnormen. Sprachbewußtsein. Interferenzen",""
"3","FC 430","Sprachlenkung: Sprachkritik. Sprachpflege. Sprachpolitik",""
"2","FC 500-","Psycholinguistik",""
"3","FC 500","Allgemeines",""
"3","FC 510","Sprechen und Denken",""
"3","FC 520","Spracherwerb",""
"3","FC 530","Diglossie. Bilinguismus. Idiolekt",""
"3","FC 540","Einzelfragen",""
"2","FC 600-","Angewandte Sprachwissenschaft",""
"3","FC 600","Allgemeines",""
"2","FC 700","Übersetzung",""
"2","FC 800-","Didaktik",""
"3","FC 800","Allgemeines",""
"3","FC 820","Didaktik des Französischen als Erstsprache. Lehrbuch- und Unterrichtsforschung des Französischen als Erstsprache",""
"3","FC 840","Didaktik des Französischen als Zweitsprache. Lehrbuch- und Unterrichtsforschung des französischen als Zweitsprache",""
"3","FC 845","Lehrmaterialien für Französisch als Erstsprache",""
"3","FC 850","Sprachlehrbücher. Sprachlehrbücher für Erwachsene (Zweitspracherwerb)",""
"3","FC 860","Schulbücher und Schulgrammatiken",""
"3","FC 862","Primärstufe",""
"3","FC 864","Sekundarstufe I",""
"3","FC 866","Sekundarstufe II",""
"1","FE","Französische Literaturwissenschaft",""
"2","FE 10-","Allgemeines zur französischen Literatur und zur französischen Literaturwissenschaft",""
"3","FE 10","Handbücher",""
"3","FE 20","Spezielle Bibliographien",""
"3","FE 25","Forschungsdokumentationen",""
"3","FE 30","Jahrbücher, laufende Veröffentlichungen von Institutionen des Fachs",""
"3","FE 35","Zeitschriften",""
"3","FE 40","Gesamtdarstellungen",""
"3","FE 50","Einführungen. Lehrbücher.",""
"2","FE 100-","Theorie der Literatur",""
"3","FE 100","Allgemeines",""
"2","FE 110-","Poetik. Hermeneutik",""
"3","FE 110","Allgemeines",""
"3","FE 115","Geschichte der Poetik",""
"3","FE 120","Metrik",""
"3","FE 125","Stilistik",""
"3","FE 130","Gattungsprobleme. Gattungstheorie",""
"3","FE 140","Narrativik. Erzähltheorie. Textanalyse",""
"2","FE 150-","Kritik",""
"3","FE 150","Allgemeines",""
"3","FE 160","Literaturkritik",""
"3","FE 170","Wertungsproblematik",""
"3","FE 180","Interpretationssammlungen",""
"2","FE 200-","Literatur und Sozialwissenschaften",""
"3","FE 200","Allgemeines",""
"3","FE 210","Literaturpsychologie",""
"3","FE 220","Literatur und Historische Psychologie, Mentalitäts- und Ideengeschichte, Sozialpsychologie",""
"2","FE 250-","Literatursoziologie",""
"3","FE 250","Allgemeines. Literatur als Institution",""
"3","FE 260","Produktion und Distribution von Literatur (Autor, Verleger etc.)",""
"3","FE 270","Rezeption bzw. Wirkung von Literatur (Leser, Publikum)",""
"2","FE 280-","Literarisches Leben, literarische Öffentlichkeit",""
"3","FE 280","Allgemeines",""
"3","FE 281","Literarische Zeitschriften",""
"3","FE 282","Salons, Cafés",""
"2","FE 300-","Literatur und einzelne soziale bzw. politische Phänomene",""
"3","FE 300","Allgemeines",""
"2","FE 320-","Literatur und soziale Bewegungen bzw. Tendenzen",""
"3","FE 320","Allgemeines",""
"3","FE 321","Frauen. Feminismus",""
"3","FE 322","Klassenkampf. Arbeiterbewegung",""
"3","FE 323","Verstädterung",""
"3","FE 324","Große Revolution",""
"3","FE 329","Sonstiges",""
"2","FE 340","Literatur und andere Wissenschaften",""
"2","FE 345","Feministische Literaturwissesnschaft",""
"2","FE 350-","Literaturgeschichte",""
"3","FE 350","Allgemeines",""
"3","FE 360","Epochenproblematik",""
"2","FE 370-","Geschichte der regionalen Literatur",""
"3","FE 370","Allgemeines",""
"3","FE 371","Einzelne Regionen",""
"2","FE 380-","Geschichte der französischen Literatur außerhalb Frankreichs",""
"3","FE 380","Allgemeines",""
"3","FE 381","Einzelne Länder",""
"3","FE 382","Quebec",""
"3","FE 383","Belgien",""
"3","FE 384","Schweiz",""
"3","FE 385","Afrika",""
"2","FE 400-","Beziehungen zu anderen Literaturen",""
"3","FE 400","Allgemeines",""
"3","FE 410","Einzelne Länder",""
"3","FE 420","Geschichte der literarischen Übersetzungen",""
"2","FE 450-","Themen, Stoff- und Motivforschung",""
"3","FE 450","Allgemeines",""
"3","FE 460","Antike Themen, Stoffe und Motive",""
"3","FE 470","Mittelalterliche Themen, Stoffe und Motive",""
"3","FE 480","Neuzeitliche Themen, Stoffe und Motive",""
"2","FE 500-","Gattungen",""
"3","FE 500","Allgemeines. Gattungsübergreifendes",""
"2","FE 550-","Lyrik",""
"3","FE 550","Allgemeines",""
"3","FE 555","Einzelne Formen",""
"2","FE 600-","Dramatik",""
"3","FE 600","Allgemeines",""
"3","FE 610","Tragödie",""
"3","FE 620","Komödie",""
"3","FE 630","Mischformen",""
"3","FE 640","Sonstige Formen",""
"2","FE 700-","Epik",""
"3","FE 700","Allgemeines",""
"3","FE 710","Versepik",""
"2","FE 780-","Erzählende Prosa",""
"3","FE 780","Allgemeines",""
"2","FE 790-","Roman",""
"3","FE 790","Allgemeines",""
"2","FE 800","Einzelne Formen",""
"3","FE 880","Novelle. Erzählung",""
"3","FE 890","Sonstige Formen",""
"2","FE 900-","Sonstige Gattungen und Formen",""
"3","FE 900","Allgemeines",""
"3","FE 905","Autobiographie. Memoiren. Tagebuch",""
"3","FE 910","Brief",""
"3","FE 915","Geschichtsschreibung",""
"3","FE 920","Essayistik",""
"3","FE 925","Sonstige Formen",""
"2","FE 950-","Anthologien. Textsammlungen (epochenübergreifend)",""
"3","FE 950","Allgemeines Sammlungen",""
"3","FE 960","Thematische Sammlungen",""
"3","FE 970","Regionale Sammlungen",""
"2","FE 980-","Sammlungen nach Gattungen und Formen",""
"3","FE 980","Lyrik",""
"3","FE 985","Dramatik",""
"3","FE 990","Epik",""
"3","FE 995","Sonstige Formen",""
"1","FF","Französische Literatur bis einschließlich des 15. Jahrhunderts",""
"2","FF 10-","Allgemeines",""
"3","FF 10","Handbücher",""
"3","FF 20","Spezielle Bibliographien",""
"3","FF 25","Forschungsdokumentationen",""
"3","FF 30","Jahrbücher, laufende Veröffentlichungen von Institutionen des Fachs",""
"3","FF 35","Zeitschriften",""
"3","FF 40","Gesamtdarstellungen",""
"3","FF 50","Einführungen. Lehrbücher.",""
"3","FF 80","Textkritik",""
"2","FF 100-","Literaturgeschichte",""
"3","FF 100","Allgemeines",""
"3","FF 200","Einzelne Richtungen, Stile, Schulen, Gruppen",""
"3","FF 250","Motive",""
"2","FF 300-","Einzelne Gattungen",""
"3","FF 300","Allgemeines. Gattungsübergreifendes",""
"3","FF 400","Lyrik",""
"3","FF 500","Dramatik",""
"3","FF 600","Roman. Epos",""
"3","FF 800","Sonstige Gattungen und Formen",""
"3","FF 900","Einzelne Autoren, Primär- und Sekundärliteratur",""
"2","FF 950-","Anthologien. Textsammlungen",""
"3","FF 950","Allgemeine Sammlungen",""
"3","FF 960","Thematische Sammlungen",""
"3","FF 970","Regionale Sammlungen",""
"3","FF 980","Sammlungen nach Gattungen",""
"1","FG","Französische Literatur des 16., 17. und 18. Jahrhunderts",""
"2","FG 10-","Französische Literatur des 16. Jahrhunderts",""
"3","FG 10","Allgemeines, Handbücher",""
"3","FG 20","Spezielle Bibliographien",""
"3","FG 25","Forschungsdokumentationen",""
"3","FG 30","Jahrbücher, laufende Veröffentlichungen von Institutionen des Fachs",""
"3","FG 35","Zeitschriften",""
"3","FG 40","Gesamtdarstellungen",""
"3","FG 50","Einführungen. Lehrbücher.",""
"3","FG 80","Textkritik",""
"2","FG 100-","Literaturgeschichte",""
"3","FG 100","Allgemeines",""
"3","FG 112","Geschichte der regionalen Literatur",""
"3","FG 114","Geschichte der französischen Literatur außerhalb Frankreichs",""
"3","FG 120","Einzelne Richtungen, Stile, Schulen, Gruppen",""
"3","FG 125","Einzelne Themen, Motive, Stoffe",""
"2","FG 130-","Einzelne Gattungen",""
"3","FG 130","Allgemeines. Gattungsübergreifendes",""
"3","FG 140","Lyrik",""
"3","FG 150","Dramatik",""
