notation,prefLabel,scopeNote,level
1HSM,Madagascar,,4
1HSU,Mauritius,,4
1HSV,Maldives,,4
1HSY,Seychelles,,4
1K,The Americas,,2
1KB,North America,,3
1KBB,USA,,4
1KBBE,Northeastern & North Atlantic states,Class here: New England,5
1KBBEC,Connecticut,,6
1KBBEH,New Hampshire,,6
1KBBEJ,New Jersey,,6
1KBBEN,Maine,,6
1KBBEP,Pennsylvania,,6
1KBBER,Rhode Island,,6
1KBBES,Massachusetts,,6
1KBBEV,Vermont,,6
1KBBEY,New York,,6
1KBBF,Southeastern & South Atlantic states,,5
1KBBFC,"District of Columbia (Washington, DC)",,6
1KBBFD,Delaware,,6
1KBBFG,Georgia,,6
1KBBFL,Florida,,6
1KBBFM,Maryland,,6
1KBBFN,North Carolina,,6
1KBBFS,South Carolina,,6
1KBBFV,Virginia,,6
1KBBFW,West Virginia,,6
1KBBN,North Central & Mid-West states,,5
1KBBNC,Illinois,,6
1KBBND,Indiana,,6
1KBBNF,Iowa,,6
1KBBNG,Michigan,,6
1KBBNH,Ohio,,6
1KBBNK,Kansas,,6
1KBBNN,Nebraska,,6
1KBBNR,North Dakota,,6
1KBBNS,South Dakota,,6
1KBBNT,Minnesota,,6
1KBBNU,Missouri,,6
1KBBNW,Wisconsin,,6
1KBBS,Central Southern states,,5
1KBBSB,Alabama,,6
1KBBSH,Oklahoma,,6
1KBBSK,Kentucky,,6
1KBBSL,Louisiana,,6
1KBBSM,Mississippi,,6
1KBBSN,Tennessee,,6
1KBBSR,Arkansas,,6
1KBBSX,Texas,,6
1KBBW,Western & Pacific Coast states,,5
1KBBWC,Colorado,,6
1KBBWD,Idaho,,6
1KBBWF,California,,6
1KBBWK,Alaska,,6
1KBBWM,Montana,,6
1KBBWN,Nevada,,6
1KBBWR,Oregon,,6
1KBBWS,Washington state,,6
1KBBWU,Utah,,6
1KBBWX,New Mexico,,6
1KBBWY,Wyoming,,6
1KBBWZ,Arizona,,6
1KBC,Canada,,4
1KBCB,British Columbia,,5
1KBCF,Newfoundland,Note: includes Labrador,5
1KBCL,Alberta,,5
1KBCM,Manitoba,,5
1KBCN,Nunavut,,5
1KBCO,Ontario,,5
1KBCP,Prince Edward Island,,5
1KBCQ,Quebec,,5
1KBCR,New Brunswick,,5
1KBCS,Saskatchewan,,5
1KBCV,Nova Scotia,,5
1KBCW,Northwest Territories,,5
1KBCY,Yukon Territory,,5
1KBG,Great Lakes,,4
1KJ,Caribbean islands,,3
1KJC,Cuba,,4
1KJD,Dominican Republic,,4
1KJH,Haiti,,4
1KJM,Cayman Islands,,4
1KJP,Puerto Rico,,4
1KJW,West Indies,,4
1KJWB,Bahamas,,5
1KJWJ,Jamaica,,5
1KJWT,Turks & Caicos Islands,,5
1KJWV,Leeward Islands,,5
1KJWVA,Anguilla,,6
1KJWVB,Antigua & Barbuda,,6
1KJWVG,Guadeloupe,,6
1KJWVK,St Kitts-Nevis,,6
1KJWVM,Montserrat,,6
1KJWVV,Virgin Islands,,6
1KJWVVK,Virgin Islands (UK),,7
1KJWVVS,Virgin Islands (USA),,7
1KJWW,Windward Islands,,5
1KJWWB,Barbados,,6
1KJWWD,Dominica,,6
1KJWWG,Grenada,,6
1KJWWL,St Lucia,,6
1KJWWM,Martinique,,6
1KJWWT,Trinidad & Tobago,,6
1KJWWV,St Vincent,,6
1KJX,Lesser Antilles,,4
1KJXA,Aruba,,5
1KJXN,Netherlands Antilles,,5
1KL,Latin America,,3
1KLC,Central America,,4
1KLCB,Belize,,5
1KLCG,Guatemala,,5
1KLCH,Honduras,,5
1KLCM,Mexico,,5
1KLCN,Nicaragua,,5
1KLCP,Panama,,5
1KLCPC,Panama canal,,6
1KLCR,Costa Rica,,5
1KLCS,El Salvador,,5
1KLS,South America,,4
1KLSA,Argentina,,5
1KLSB,Brazil,,5
1KLSBZ,Amazon river,,6
1KLSC,Colombia,,5
1KLSE,Ecuador,,5
1KLSEG,Galapagos Islands,,6
1KLSF,French Guiana,,5
1KLSG,Guyana,,5
1KLSH,Chile,,5
1KLSL,Bolivia,,5
1KLSP,Paraguay,,5
1KLSR,Peru,,5
1KLSS,Surinam (Suriname),,5
1KLSU,Uruguay,,5
1KLSV,Venezuela,,5
1KLSX,Andes,,5
1M,"Australasia, Oceania & other land areas",,2
1MB,Australasia,,3
1MBF,Australia,,4
1MBFC,Australian Capital Territory (ACT),,5
1MBFN,New South Wales,,5
1MBFQ,Queensland,,5
1MBFS,South Australia,,5
1MBFT,Tasmania,,5
1MBFV,Victoria,,5
1MBFW,Western Australia,,5
1MBFX,Northern Territory,,5
1MBN,New Zealand,,4
1MK,Oceania,,3
1MKC,Micronesia,,4
1MKCB,Belau (Palau),,5
1MKCC,Caroline Islands,,5
1MKCF,Federated States of Micronesia,,5
1MKCG,Gilbert Islands,,5
1MKCM,Marshall Islands,,5
1MKCN,Nauru,,5
1MKCU,Guam,,5
1MKCV,Northern Marianas,,5
1MKL,Melanesia,,4
1MKLF,Fiji,,5
1MKLN,New Caledonia,,5
1MKLP,Papua New Guinea,,5
1MKLS,Solomon Islands,,5
1MKLV,Vanuatu,,5
1MKP,Polynesia,,4
1MKPC,Cook Islands,,5
1MKPCR,Raratonga,,6
1MKPE,Easter Island,,5
1MKPF,French Polynesia,,5
1MKPFT,Tahiti,,6
1MKPH,Hawaii,,5
1MKPK,Kiribati,,5
1MKPN,Niue,,5
1MKPP,Pitcairn Island,,5
1MKPR,Samoa,,5
1MKPRA,American Samoa,,6
1MKPRW,Western Samoa,,6
1MKPT,Tonga,,5
1MKPV,Tuvalu,,5
1MKPW,Wallis & Futuna,,5
1MT,Other land areas,,3
1MTA,Atlantic Ocean islands,,4
1MTAN,North Atlantic islands,,5
1MTANB,Bermuda,,6
1MTANC,Canary Islands,,6
1MTANM,Madeira,,6
1MTANZ,Azores,,6
1MTAS,South Atlantic islands,,5
1MTASC,Ascension Island,,6
1MTASF,Falklands,,6
1MTASG,South Georgia,,6
1MTASH,St Helena,,6
1MTAST,Tristan da Cunha,,6
1MTN,Arctic regions,,4
1MTNG,Greenland,,5
1MTS,Antarctica,,4
1Q,"Other geographical groupings, oceans & seas",,2
1QD,Empires & historical states,,3
1QDA,Ancient World,,4
1QDAA,Assyria,,5
1QDAB,Babylonia,,5
1QDAE,Ancient Egypt,,5
1QDAG,Ancient Greece,,5
1QDAK,Pre-Columbian America,"Class here: Inca, Aztec, Maya civilisations",5
1QDAL,Ancient / Biblical Israel,,5
1QDAM,Mesopotamia,,5
1QDAP,Persian Empire,,5
1QDAR,Ancient Rome,"Class here: Roman Empire, Roman Republic",5
1QDAS,Sumeria,,5
1QDAZ,Byzantine Empire,,5
1QDB,British Empire,,4
1QDH,Holy Roman Empire,,4
1QDM,Mongol Empire,,4
1QDT,Ottoman Empire,,4
1QDU,Austro-Hungarian Empire,,4
1QF,"Political, socio-economic & strategic groupings",,3
1QFC,The Commonwealth,,4
1QFE,EU (European Union),"Class here: EC, EEC, Common Market",4
1QFG,Developing countries,Class here: Third World,4
1QFH,Industrialized / developed countries,Class here: ‘The West’,4
1QFM,Islamic countries,,4
1QFN,NATO,,4
1QFP,OPEC,,4
1QFS,ASEAN,,4
1QFW,"Warsaw Pact, Eastern bloc",,4
1QM,Climatic regions,,3
1QMP,Polar regions,,4
1QMT,Tropics,,4
1QR,Groupings linked by seas,,3
1QRM,Mediterranean countries,,4
1QRP,Pacific Rim countries,,4
1QS,Oceans & seas,,3
1QSA,Atlantic Ocean,,4
1QSAN,North Atlantic,,5
1QSAS,South Atlantic,,5
1QSB,Baltic Sea,,4
1QSC,Caribbean Sea,,4
1QSD,Gulf of Mexico,,4
1QSE,Irish Sea,,4
1QSF,North Sea,,4
1QSG,English Channel,,4
1QSH,Adriatic Sea,,4
1QSJ,Caspian Sea,,4
1QSK,Black Sea,,4
1QSL,Red Sea,,4
1QSM,Mediterranean Sea,,4
1QSN,Indian Ocean,,4
1QSP,Pacific Ocean,,4
1QSPN,North Pacific,,5
1QSPS,South Pacific,,5
1QSR,Arctic Ocean,,4
1QSS,Southern Ocean,,4
1QST,Tasman Sea,,4
2,Language qualifiers,"Do not use “2” on individual books, as it is not a valid qualifier code; select appropriate qualifier code(s) from Section 2 below",1
2A,Indo-European languages,,2
2AB,English,,3
2ABA,Anglo-Saxon,,4
2ABC,Middle English,,4
2ABM,American English,,4
2ABU,Australian English,,4
2AC,Germanic & Scandinavian languages,,3
2ACC,"Scots (Lallans, the Doric)",,4
2ACCU,Ulster Scots (Ullans),,5
2ACD,Dutch,,4
2ACF,Flemish,,4
2ACG,German,,4
2ACK,Afrikaans,,4
2ACS,Scandinavian languages,,4
2ACSC,Icelandic,,5
2ACSD,Danish,,5
2ACSF,Faroese,,5
2ACSJ,Jutish,,5
2ACSN,Norwegian,"Class here: Bokmal, Nynorsk, Landmal",5
2ACSW,Swedish,,5
2ACSX,Old Norse,,5
2ACY,Yiddish,,4
2ACZ,Other Germanic languages & dialects,"Class here: Plattdeutsch, Letzeburgish (Luxembourgeois), Schwyzerdutsch (Alemannisch), Frisian, Bavarian, etc",4
2AD,"Romance, Italic & Rhaeto-Romanic languages",,3
2ADC,Catalan,,4
2ADF,French,,4
2ADFP,Provencal,,5
2ADH,Corsican,,4
2ADL,Latin,,4
2ADP,Portuguese,,4
2ADPB,Brazilian Portuguese,,5
2ADQ,"Galician (Gallego, Galego)",,4
2ADR,Romanian,,4
2ADS,Spanish,,4
2ADSL,Latin-American Spanish,,5
2ADT,Italian,,4
2ADV,Sardinian,,4
2AF,Celtic languages,,3
2AFB,Breton,,4
2AFC,Cornish,,4
2AFG,Gaulish,,4
2AFM,Manx,,4
2AFR,Irish Gaelic,,4
2AFS,Scottish Gaelic,,4
2AFW,Welsh,,4
2AG,Slavic (Slavonic) languages,,3
2AGB,Bulgarian,,4
2AGC,Church Slavic,,4
2AGK,Slovak,,4
2AGL,Belarusian (Belorussian),,4
2AGM,Macedonian,,4
2AGP,Polish,,4
2AGR,Russian,,4
2AGS,Serbo-Croatian,,4
2AGSC,Croatian,,5
2AGSS,Serbian,,5
2AGU,Ukrainian,,4
2AGV,Slovenian,,4
2AGW,"Wendish (Lusatian, Sorbian)",,4
2AGZ,Czech,,4
2AH,Hellenic languages,,3
2AHA,Ancient (Classical) Greek,,4
2AHB,Biblical Greek,,4
2AHM,Modern Greek,,4
2AJ,Baltic & other Indo-European languages,,3
2AJB,Baltic languages,,4
2AJBL,Lithuanian,,5
2AJBV,Latvian (Lettish),,5
2AJK,Other Indo-European languages,,4
2AJKL,Albanian,,5
2AJKR,Armenian,,5
2B,"Indic, East Indo-European & Dravidian languages",,2
2BB,Early Indic languages,,3
2BBA,Sanskrit,,4
2BBP,Pali,,4
2BM,Modern Indic languages,,3
2BMB,Bengali,,4
2BMD,Marathi,,4
2BMG,Gujarati,,4
2BMH,Hindi,,4
2BMJ,Rajasthani,,4
2BMK,Kashmiri,,4
2BMN,Nepali,,4
2BMP,Punjabi,,4
2BMR,Romany,,4
2BMS,Sinhalese,,4
2BMSM,Maldivian,,5
2BMU,Urdu,,4
2BR,Dravidian languages,,3
2BRB,Brahui,,4
2BRK,Kannada (Kanarese),,4
2BRL,Telugu,,4
2BRM,Malayalam,,4
2BRT,Tamil,,4
2BX,Indo-Iranian languages,,3
2BXF,Persian (Farsi),,4
2BXK,Kurdish,,4
2BXL,"Pashto (Pushto, Afghan)",,4
2BXZ,Zend Avestan,,4
2C,Afro-Asiatic languages,,2
2CS,Semitic languages,,3
2CSA,Aramaic,,4
2CSB,Assyro-Babylonian (Akkadian) languages,,4
2CSJ,Hebrew,,4
2CSM,Maltese,,4
2CSR,Arabic,,4
2CSS,Syriac,,4
2CST,Ethiopic,,4
2CSTA,Amharic,,5
2CSTT,Tigrinya,,5
2CX,Non-Semitic Afro-Asiatic languages,,3
2CXB,Berber (Tuareg),,4
2CXC,Coptic,,4
2CXG,Egyptian,,4
2CXH,Hausa,,4
2CXS,Somali,,4
2CXSR,Oromo,,5
2F,Ural-Altaic & Hyperborean languages,,2
2FC,Finno-Ugric languages,,3
2FCD,Estonian,,4
2FCF,Finnish (Suomi),,4
2FCL,Lappish (Sami),,4
2FCM,Hungarian (Magyar),,4
2FM,Turkic languages,,3
2FMC,Turkish,,4
2FMH,Kirghiz,,4
2FMK,Kazakh,,4
2FMN,Turkmen,,4
2FMU,Uzbek,,4
2FMZ,Azerbaijani,,4
2FV,Mongolian,,3
2FW,Tungusic languages,,3
2FWK,Evenki,,4
2FWM,Manchu,,4
2FX,Hyperborean & Paleosiberian languages,,3
2G,East & Southeast Asian languages,,2
2GD,Sino-Tibetan languages,,3
2GDB,Burmese,,4
2GDC,Chinese,,4
2GDCC,Cantonese,,5
2GDCK,Hokkien,,5
2GDCM,Mandarin,,5
2GDCW,Wu,,5
2GDCY,Amoy,,5
2GDK,Karen,,4
2GDT,Tibetan,,4
2GJ,Japanese,,3
2GK,Korean,,3
2GR,"Other Southeast Asian languages, Austroasiatic languages",,3
2GRH,Cambodian (Khmer),,4
2GRL,Lao,,4
2GRM,Hmong (Miao),,4
2GRS,Thai (Siamese),,4
2GRV,Vietnamese,,4
2H,African languages,,2
2HC,Niger-Congo languages,,3
2HCB,Bantu languages,,4
2HCBA,Bantu proper (Narrow Bantu),,5
2HCBB,Central Bantu languages,,5
2HCBBC,Chichewa (Chewa),,6
2HCBBF,Chilomwe (Lomwe),,6
2HCBBH,"Chinyanja (Cinyanja, Nyanja)",,6
2HCBBJ,Chitonga (Tonga),,6
2HCBBL,Chitumbuka (Tumbuka),,6
2HCBBN,Chiyao (Yao),,6
2HCBBP,Icibemba (Bemba),,6
2HCBBQ,Kiikaonde (Kaonde),,6
2HCBBR,Kongo,,6
2HCBBS,Lunda,,6
2HCBBU,Luvale,,6
2HCBD,kiSwahili (Swahili),,5
2HCBH,OtjiHerero (Herero),,5
2HCBK,Kikuyu,,5
2HCBL,Nyoro-Ganda group,,5
2HCBLG,Luganda (Ganda),,6
2HCBLR,Nyankore (Runyankore-Rukiga),,6
2HCBM,Fang (Yaunde-Fang),,5
2HCBN,Duala,,5
2HCBP,Tshivenda & Venda group,,5
2HCBQ,Shona,,5
2HCBS,Sotho-Tswana group,,5
2HCBSA,"Sesotho (Sotho, Sesotho sa Leboa, Southern Sotho)",,6
2HCBSB,Sepedi (Northern Sotho),,6
2HCBSD,Setswana (Tswana),,6
2HCBSF,Silozi,,6
2HCBV,XiTsonga (Tsonga),,5
2HCBW,Siswati (Swazi),,5
2HCBX,isiXhosa (Xhosa),,5
2HCBY,isiNdebele (Ndebele),,5
2HCBZ,isiZulu (Zulu),,5
2HCW,West Atlantic & Volta Congo languages,,4
2HCWF,Fulani (Fulah),,5
2HCWV,Volta-Congo languages,,5
2HCWVB,Ibo (Igbo),,6
2HCWVD,Dagbani (Dagomba),,6
2HCWVE,Ewe,,6
2HCWVG,Ga,,6
2HCWVN,Fante,,6
2HCWVS,Asante Twi,,6
2HCWVT,Akwapim Twi,,6
2HCWVY,Yoruba,,6
2HK,Khoisan languages,"Class here: Khoi, San, Khoe-Khoe-Gowab",3
2HN,Nilo-Saharan & Chari-Nile (Macrosudanic) languages,,3
2HND,Dinka,,4
2HNM,Masai,,4
2HNR,Nubian,,4
2HNT,Teso (Ateso),,4
2HX,Other African languages,,3
2J,American indigenous languages,,2
2JN,North & Central American indigenous languages,,3
2JNA,Aleut,,4
2JNB,Inuit,,4
2JNC,Algonkian (Algonquin) languages,"Class here: Cree, Blackfoot, Cheyenne",4
2JND,Na-Dene & Athapascan (Athabascan) languages,"Class here: Navajo, Apache",4
2JNG,Iroquoian & Siouan languages,"Class here: Cherokee, Mohawk, Sioux, Dakota, Crow",4
2JNM,Mayan,,4
2JNN,Uto-Aztecan languages,"Class here: Aztec, Nahuatlan, Uto",4
2JNZ,Zuni,,4
2JS,South American & Caribbean indigenous languages,,3
2JSC,Carib (Cariban),,4
2JSG,Guarani,,4
2JSQ,Quechuan,,4
2P,Oceanic & Austronesian languages,,2
2PB,Australian Aboriginal languages,,3
2PBA,Aranda (Arunta),,4
2PBG,Murngin,,4
2PBJ,Pitjantjatjara,,4
2PBL,Alyawarr,,4
2PBM,Warumungu,,4
2PBP,Pintupi,,4
2PBR,Arrernte,,4
2PBT,Pertame,,4
2PBU,Luritja,,4
2PBW,Warlpiri,,4
2PBY,Yankunytjatjara,,4
2PC,Papuan languages,Class here: non-Austronesian languages of New Guinea,3
2PCS,Susuami,,4
2PG,Austronesian & Malayo-Polynesian languages,,3
2PGB,Formosan (Taiwanese),,4
2PGG,Malagasy,,4
2PGJ,Tagalog (Filipino),,4
2PGN,Indonesian languages,,4
2PGNA,Indonesian (Bahasa Indonesia),,5
2PGNC,Balinese,,5
2PGND,Javanese,,5
2PGNM,Malay (Bahasa Malaysia),,5
2PGP,Oceanic & Polynesian languages,,4
2PGPA,Maori,,5
2PGPF,Fijian,,5
2PGPG,Tongan,,5
2PGPH,Tahitian,,5
2PGPR,Rarotongan,,5
2PGPS,Samoan,,5
2PGPW,Hawaiian,,5
2PGPX,Other Oceanic languages,,5
2PGPXK,Mokilese,,6
2PGPXM,Marshallese,,6
2PGPXN,Ponapean,,6
2PGPXP,Palauan,,6
2PGPXT,Tokelauan,,6
2Z,Other languages,,2
2ZB,Basque,,3
2ZC,Caucasian languages,,3
2ZCG,Georgian,,4
2ZM,Sumerian,,3
2ZP,Pidgins & Creoles,"Class here: Papiamento, Taki-Taki, Police Motu, etc",3
2ZPT,Tok Pisin,,4
2ZX,Artificial languages,,3
2ZXA,Afrihili,,4
2ZXC,Occidental,,4
2ZXP,Esperanto,,4
2ZXT,Interlingua,,4
3,Time period qualifiers,"Do not use “3” on individual books, as it is not a valid qualifier code; select appropriate qualifier code(s) from Section 3 below. Note: use as few Time Period qualifiers as possible to indicate the bulk of the period covered by the book; eg, for 410 to 1066, use 3F only; for 1948 to 1974, use 3JJP only. If the coverage is evenly split between two qualifiers, use both; eg, for 1789 to 1814, use both 3JF and 3JH. For single years that occur in two qualifiers, use the earlier period; eg, for 1990, use 3JJPN",1
3B,Prehistory,,2
3D,BCE to c 500 CE,,2
3F,c 500 CE to c 1000 CE,,2
3H,c 1000 CE to c 1500,,2
3J,"Modern period, c 1500 onwards",,2
3JB,c 1500 to c 1600,,3
3JD,c 1600 to c 1700,,3
3JF,c 1700 to c 1800,,3
3JH,c 1800 to c 1900,,3
3JJ,20th century,,3
3JJC,c 1900 - c 1914,,4
3JJF,c 1914 to c 1918 (including WW1) ,,4
3JJG,c 1918 to c 1939 (Inter-war period),,4
3JJH,c 1939 to c 1945 (including WW2),,4
3JJP,c 1945 to c 2000 (Post-war period),,4
3JJPG,c 1945 to c 1960,,5
3JJPK,c 1960 to c 1970,,5
3JJPL,c 1970 to c 1980,,5
3JJPN,c 1980 to c 1990,,5
3JJPR,c 1990 to c 2000,,5
3JM,21st century,,3
3JMC,c 2000 to c 2010,,4
3JMG,c 2010 to c 2020,,4
4,Educational purpose qualifiers,"Do not use “4” on individual books, as it is not a valid qualifier code; select appropriate qualifier code(s) from Section 4 below",1
4E,ELT examinations & certificates,,2
4EA,Cambridge Young Learners English Tests,,3
4EAA,Cambridge Young Learners English Tests Level 1 Cambridge Starters,,4
4EAM,Cambridge Young Learners English Tests Level 2 Cambridge Movers,,4
4EAY,Cambridge Young Learners English Tests Level 3 Cambridge Flyers,,4
4EB,Cambridge Level 1 Key English Test (KET),,3
4EC,Cambridge Level 2 Preliminary English Test (PET),,3
4ED,Cambridge Level 3 First Certificate in English (FCE),,3
4EF,Cambridge Level 4 Certificate in Advanced English (CAE),,3
4EG,Cambridge Level 5 Certificate of Proficiency in English (CPE),,3
4EL,Cambridge International English Language Testing System (IELTS),,3
4EN,Test of English as a Foreign Language (TOEFL),,3
4EQ,Certificate in Communicative Skills in English (CCSE),,3
4EX,ELT examinations in English for specific purposes,,3
4EXB,Business English Certificate (BEC),,4
4EXC,Certificate in English for International Business & Trade (CEIBT),,4
4EXJ,Oxford International Business English Certificate (OIBEC),,4
4EXK,Cambridge Examination in English for Language Teachers (CEELT),,4
4EXM,Test of English for International Communication (TOEIC),,4
4EZ,Other ELT examinations,,3
4K,Designed / suitable for UK curricula & examinations,,2
4KD,UK educational tests,,3
4KDP,Standardized educational test,,4
4KDQ,Non-standardized educational test,,4
4KH,Designed / suitable for National Curriculum,,3
4KHA,For National Curriculum Early Years,,4
4KHF,For National Curriculum Key Stage 1,,4
4KHJ,For National Curriculum Key Stage 2,,4
4KHN,For National Curriculum Key Stage 3,,4
4KHT,For National Curriculum Key Stage 4 & GCSE,,4
4KL,Designed / suitable for A & AS Level,,3
4KLR,A/AS Level study & revision guides,,4
4KM,Designed for Key Skills,,3
4KMC,Designed for Key Skills: Communication,,4
4KMN,Designed for Key Skills: Application of number,,4
4KMT,Designed for Key Skills: Information Technology (IT),,4
4KS,Designed / suitable for Scottish examinations & grades,,3
4KSC,For P1-P3 (Scottish),,4
4KSD,For P4-P6 (Scottish),,4
4KSF,For P7-S2 (Scottish),,4
4KSL,For Access 3 (Scottish),,4
4KSM,For Intermediate 2 (Scottish),,4
4KSN,For Intermediate 1 (Scottish),,4
4KSS,For Standard Grade (Scottish),,4
4KST,For Higher Grade (Scottish),,4
4KSV,For Advanced Higher Grade (Scottish),,4
4KT,Designed / suitable for Scottish Curriculum for Excellence (CfE) Levels,,3
4KTB,For CfE Early Level (Scottish),,4
4KTG,For CfE First Level (Scottish),,4
4KTJ,For CfE Second Level (Scottish),,4
4KTP,For CfE Third Level (Scottish),,4
4KTR,For CfE Fourth Level (Scottish),,4
4KV,Designed / suitable for UK vocational qualifications,,3
4KVC,For NVQ / SVQ (National / Scottish Vocational Qualification),,4
4KVCR,For NVQ / SVQ 1,,5
4KVCS,For NVQ / SVQ 2,,5
4KVCT,For NVQ / SVQ 3,,5
4KVCU,For NVQ / SVQ 4,,5
4KVN,For GNVQ (General National Vocational Qualification),,4
4KVNF,For GNVQ Foundation,,5
4KVNN,For GNVQ Intermediate,,5
4KVNV,For GNVQ Advanced,,5
4KVS,For GSVQ (General Scottish Vocational Qualification),,4
4KVSF,For GSVQ Foundation,,5
4KVSN,For QSVQ Intermediate,,5
4KVSV,For QSVQ Advanced,,5
4KVT,For BTEC (Business And Technology Education Council) ,,4
4KVTA,BTEC Introductory Certificate - Level 1 qualification,,5
4KVTB,BTEC Introductory Diploma - Level 1 qualification,,5
4KVTF,BTEC First Certificate - Level 2 qualification,,5
4KVTG,BTEC First Diploma - Level 2 qualification,,5
4KVTJ,BTEC National Award - Level 3 qualification,,5
4KVTK,BTEC National Certificate - Level 3 qualification,,5
4KVTL,BTEC National Diploma - Level 3 qualification,,5
4KVTQ,BTEC Foundation Diploma in Art and Design,,5
4KVTX,BTEC Higher National Certificate,,5
4KVTY,BTEC Higher National Diploma,,5
4M,International curricula & examinations,,2
4MB,International Baccalaureate (IB) Diploma,,3
4MG,International GCSE (IGCSE),,3
4P,Designed / suitable for other (non-UK) curricula & examinations,,2
4PC,Designed / suitable for Irish examinations & educational levels,,3
4PCJ,For Junior Certificate (Irish),,4
4PCN,For Transition Year (Irish),,4
4PCR,For Leaving Certificate (Irish),,4
4PCV,For Post-Leaving Certificate (Irish),,4
4PZ,Designed / suitable for South African examinations & educational levels,,3
4PZC,For General Education & Training (GET) (South Africa),,4
4PZCB,Reception / Early Childhood Development Grade R or Grade 0 (South Africa),,5
4PZCD,Foundation Phase Grade 1 (South Africa),,5
4PZCF,Foundation Phase Grade 2 (South Africa),,5
4PZCH,Foundation Phase Grade 3 (South Africa),,5
4PZCJ,Intermediate Phase Grade 4 (South Africa),,5
4PZCL,Intermediate Phase Grade 5 (South Africa),,5
4PZCN,Intermediate Phase Grade 6 (South Africa),,5
4PZCP,Senior Phase Grade 7 (South Africa),,5
4PZCR,Senior Phase Grade 8 (South Africa),,5
4PZCT,Senior Phase Grade 9 (South Africa),,5
4PZF,For Further Education & Training (FET): Academic grades (South Africa),,4
4PZFG,FET Grade 10 (South Africa),,5
4PZFK,FET Grade 11 (South Africa),,5
4PZFM,FET Grade 12 (South Africa),,5
4PZT,For FET: Technical & Vocational Grades (South Africa),,4
4PZTQ,FET Grade N1 (South Africa),,5
4PZTS,FET Grade N2 (South Africa),,5
4PZTV,FET Grade N3 (South Africa),,5
4W,Designed for differentiated learning,Class here: material designed for special needs,2
4Y,Designed for home learning,,2
5,Interest age / Special interest qualifiers,"Do not use “5” on individual books, as it is not a valid qualifier code; select appropriate qualifier code(s) from Section 5 below",1
5A,Interest age / level,,2
5AB,For children c 0-2 years,,3
5AC,Interest age: from c 3 years,,3
5AD,Interest age: from c 4 years,,3
5AF,Interest age: from c 5 years,,3
5AG,Interest age: from c 6 years,,3
5AH,Interest age: from c 7 years,,3
5AJ,Interest age: from c 8 years,,3
5AK,Interest age: from c 9 years,,3
5AL,Interest age: from c 10 years,,3
5AM,Interest age: from c 11 years,,3
5AN,Interest age: from c 12 years,,3
5AP,Interest age: from c 13 years,,3
5AQ,Interest age: from c 14 years,,3
5AR,For reluctant readers (children),,3
5AX,For emergent readers (adult),,3
5H,Holidays & seasonal interest,,2
5HC,Christmas,,3
5HE,Easter,,3
5HF,Father’s Day,,3
5HH,Hallowe’en,,3
5HM,Mother’s Day,,3
5HV,Valentine’s Day,,3
5S,Of specific Gay & Lesbian interest,,2
5SG,Of specific Gay interest,,3
5SL,Of specific Lesbian interest,,3
5X,Contains explicit material,"Use for all material (often called ‘young adult’) for mid-teens and upwards featuring topics regarded as unsuitable for some readers, including sex, drug use, violence, swearing. Assign both a Y* and a non-Y* subject code to all such items, in addition to the 5X qualifier. May optionally also be used for any adult material of a sexually explicit nature (which would not have a Y* subject code)",2
